1030	萨拉托加改	1	73	33.2	1	4	40	0	74	90	96	56	0	87	32	100	100	85	21	21	22	21	30	1	1
1032	高雄改	1	55	35	2	4	70	72	53	58	92	83	0	55	10	100	100	6	1	1	3	1	32	1	1
1033	爱宕改	1	55	35	2	4	70	72	53	58	92	83	0	55	10	100	100	6	1	1	3	1	33	1	1
1034	摩耶改	1	55	35	2	4	68	72	54	67	92	83	0	55	10	100	100	6	1	1	3	1	34	1	1
1035	鸟海改	1	55	35	2	4	70	72	53	53	92	83	0	55	10	100	100	6	1	1	3	1	35	1	1
1036	希佩尔海军上将改	1	61	32.5	2	4	69	65	50	57	92	78	0	62	15	100	100	12	3	3	3	3	36	1	1
1037	布吕歇尔改	1	62	32.5	2	4	66	65	52	57	92	83	0	59	15	100	100	12	3	3	3	3	37	1	1
1038	欧根亲王改	1	69	32	2	4	61	55	70	65	94	78	0	64	35	100	100	12	3	3	3	3	38	1	1
1039	威奇塔改	1	46	33	2	4	78	0	52	93	93	79	0	59	20	100	100	6	1	1	3	1	39	1	1
1040	昆西改	1	58	32.7	2	4	73	0	56	80	92	79	0	60	12	100	100	8	2	2	2	2	40	1	1
1041	天龙改	1	38	33	2	4	46	73	32	53	90	79	68	30	17	100	100	0	0	0	0	0	41	1	1
1042	龙田改	1	38	33	2	4	46	73	32	53	90	79	68	30	17	100	100	0	0	0	0	0	42	1	1
1045	五十铃改	1	40	36	2	4	48	80	33	68	91	81	90	32	12	100	100	3	0	0	3	0	45	1	1
1046	夕张改	1	34	35.5	2	4	52	75	35	55	92	95	63	36	17	100	100	0	0	0	0	0	46	1	1
1047	柯尼斯堡改	1	48	32.5	2	4	58	70	42	60	91	75	70	31	15	100	100	6	1	1	3	1	47	1	1
1048	卡尔斯鲁厄改	1	48	32.5	2	4	58	70	42	60	91	75	70	31	15	100	100	6	1	1	3	1	48	1	1
1049	科隆改	1	48	32.5	2	4	58	70	42	63	91	75	73	32	18	100	100	6	1	1	3	1	49	1	1
1054	重庆改	1	39	32	2	4	49	60	42	66	91	74	78	34	21	100	100	6	1	1	3	1	54	1	1
1055	奥马哈改	1	43	35	2	4	58	63	38	70	90	76	68	28	20	100	100	6	1	1	3	1	55	1	1
1056	亚特兰大改	1	42	33.6	2	4	67	0	49	105	91	75	100	38	10	100	100	0	0	0	0	0	56	1	1
1058	奥希金斯改	1	48	31.5	2	4	71	0	55	77	91	75	75	37	15	100	100	12	3	3	3	3	58	1	1
1059	海伦娜改	1	48	31.5	2	4	71	0	57	85	92	75	75	52	15	100	100	12	3	3	3	3	59	1	1
1060	宁海改	1	35	23.2	2	4	48	66	39	54	92	68	70	33	25	100	100	3	0	0	3	0	60	1	1
1061	平海改	1	35	21.3	2	4	48	66	39	40	92	66	70	33	25	100	100	0	0	0	0	0	61	1	1
1062	罗伯茨改	1	48	12.2	3	4	76	0	62	59	88	48	0	32	20	100	100	0	0	0	0	0	62	1	1
1063	阿贝克隆比改	1	48	12.2	3	4	76	0	62	59	88	48	0	32	18	100	100	0	0	0	0	0	63	1	1
1064	吹雪改	1	30	37	1	4	37	91	37	46	88	90	60	37	17	100	100	0	0	0	0	0	64	1	1
1065	白雪改	1	30	37	1	4	37	91	37	46	87	90	60	37	10	100	100	0	0	0	0	0	65	1	1
1068	晓改	1	30	38	1	4	37	91	38	47	88	92	65	32	12	100	100	0	0	0	0	0	68	1	1
1069	信赖改	1	35	38	1	4	38	82	40	48	88	92	70	31	25	100	100	0	0	0	0	0	69	1	1
1070	雷改	1	30	38	1	4	37	91	38	47	88	92	65	37	12	100	100	0	0	0	0	0	70	1	1
1071	电改	1	30	38	1	4	37	91	38	47	88	92	65	37	10	100	100	0	0	0	0	0	71	1	1
1072	绫波改	1	30	38	1	4	40	95	38	48	88	91	60	38	10	100	100	0	0	0	0	0	72	1	1
1073	敷波改	1	30	38	1	4	37	91	38	48	87	91	60	37	10	100	100	0	0	0	0	0	73	1	1
1074	Z1改	1	38	38.2	1	4	38	79	40	46	88	88	62	33	15	100	100	0	0	0	0	0	74	1	1
1075	Z16改	1	38	38.2	1	4	38	79	40	46	88	88	62	31	10	100	100	0	0	0	0	0	75	1	1
1080	Z31改	1	42	36	1	4	40	79	43	46	88	86	62	31	10	100	100	0	0	0	0	0	80	1	1
1081	紫石英改	1	28	20	1	4	37	65	33	60	88	83	90	32	13	100	100	0	0	0	0	0	81	1	1
1082	萤火虫改	1	29	36	1	4	38	79	47	50	88	86	73	32	8	100	100	0	0	0	0	0	82	1	1
1083	标枪改	1	29	36	1	4	40	79	37	55	87	86	73	32	15	100	100	0	0	0	0	0	83	1	1
1084	天后改	1	29	36	1	4	40	79	37	55	87	86	73	32	10	100	100	0	0	0	0	0	84	1	1
1085	黑背豺改	1	29	36	1	4	40	79	38	55	88	86	73	32	10	100	100	0	0	0	0	0	85	1	1
1089	弗莱彻改	1	32	37	1	4	41	83	39	80	88	87	80	35	22	100	100	0	0	0	0	0	89	1	1
1093	基林改	1	35	35	1	4	43	83	40	75	88	82	80	40	20	100	100	0	0	0	0	0	93	1	1
1098	沃克兰改	1	35	40	1	4	40	77	32	45	87	90	72	35	10	100	100	0	0	0	0	0	98	1	1
1099	空想改	1	37	45	2	4	40	80	34	60	90	120	80	37	10	100	100	0	0	0	0	0	99	1	1
1105	前卫改	1	90	30	3	4	96	0	101	115	97	54	0	48	15	100	100	12	3	3	3	3	105	1	1
1108	科罗拉多改	1	82	21	3	4	105	0	96	92	96	43	0	43	22	100	100	16	4	4	4	4	8	3.2	6
1117	大凤改	1	82	33	1	4	40	0	85	77	92	62	0	80	6	100	100	72	18	18	18	18	117	1	1
1123	博格改	1	50	16.5	1	4	30	0	37	73	90	44	0	65	26	100	100	32	8	8	8	8	123	1	1
1135	伦敦改	1	60	32.5	2	4	65	60	50	79	92	79	0	60	13	100	100	0	0	0	0	0	135	1	1
1136	肯特改	1	59	32.5	2	4	64	60	45	75	92	78	0	59	15	100	100	0	0	0	0	0	136	1	1
1141	北安普顿改	1	55	32.5	2	4	73	0	57	80	92	79	0	61	15	100	100	0	0	0	0	0	141	1	1
1142	休斯顿改	1	55	32.5	2	4	73	0	57	75	92	79	0	61	15	100	100	0	0	0	0	0	142	1	1
1143	新奥尔良改	1	58	32.7	2	4	73	0	56	85	92	79	0	60	20	100	100	0	0	0	0	0	143	1	1
1162	逸仙改	1	33	20	2	4	47	58	33	65	92	65	75	36	35	100	100	0	0	0	0	0	162	1	1
1183	拉菲改	1	37	38.5	1	4	41	83	40	75	89	86	80	35	45	100	100	0	0	0	0	0	183	1	1
1194	大青花鱼改	1	17	21	1	4	26	89	32	0	102	45	0	46	25	100	100	0	0	0	0	0	194	1	1
1195	射水鱼改	1	17	21	1	4	26	89	32	0	102	45	0	46	30	100	100	0	0	0	0	0	195	1	1
1197	U47改	1	15	18	1	4	25	80	30	0	96	43	0	45	20	100	100	0	0	0	0	0	197	1	1
