1084	天后改	1	29	36	1	4	40	79	37	55	86	73	32	10	100	100	0	0	0	0	0
1085	黑背豺改	1	29	36	1	4	40	79	38	55	86	73	32	10	100	100	0	0	0	0	0
1089	弗莱彻改	1	32	37	1	4	41	83	39	80	87	80	35	22	100	100	0	0	0	0	0
1093	基林改	1	35	35	1	4	43	83	40	75	82	80	40	20	100	100	0	0	0	0	0
1098	沃克兰改	1	35	40	1	4	40	77	32	45	90	72	35	10	100	100	0	0	0	0	0
1099	空想改	1	37	45	2	4	40	80	34	60	120	80	37	10	100	100	0	0	0	0	0
1105	前卫改	1	90	30	3	4	96	0	101	115	54	0	48	15	100	100	12	3	3	3	3
1108	科罗拉多改	1	82	21	3	4	105	0	96	92	43	0	43	22	100	100	16	4	4	4	4
1117	大凤改	1	82	33	1	4	40	0	85	77	62	0	80	6	100	100	72	18	18	18	18
1123	博格改	1	50	16.5	1	4	30	0	37	73	44	0	65	26	100	100	32	8	8	8	8
1135	伦敦改	1	60	32.5	2	4	65	60	50	79	79	0	60	13	100	100	0	0	0	0	0
1136	肯特改	1	59	32.5	2	4	64	60	45	75	78	0	59	15	100	100	0	0	0	0	0
1141	北安普顿改	1	55	32.5	2	4	73	0	57	80	79	0	61	15	100	100	0	0	0	0	0
1142	休斯顿改	1	55	32.5	2	4	73	0	57	75	79	0	61	15	100	100	0	0	0	0	0
1143	新奥尔良改	1	58	32.7	2	4	73	0	56	85	79	0	60	20	100	100	0	0	0	0	0
1162	逸仙改	1	33	20	2	4	47	58	33	65	65	75	36	35	100	100	0	0	0	0	0
1183	拉菲改	1	37	38.5	1	4	41	83	40	75	86	80	35	45	100	100	0	0	0	0	0
1194	大青花鱼改	1	17	21	1	4	26	89	32	0	45	0	46	25	100	100	0	0	0	0	0
1195	射水鱼改	1	17	21	1	4	26	89	32	0	45	0	46	30	100	100	0	0	0	0	0
1197	U47改	1	15	18	1	4	25	80	30	0	43	0	45	20	100	100	0	0	0	0	0
